item1,item2,count
candles,beef,10
margarine,beverages,10
misc. beverages,frozen meals,10
Instant food products,pork,10
Instant food products,pip fruit,10
dog food,brown bread,10
baking powder,berries,10
white bread,grapes,10
flour,cream cheese,10
canned vegetables,pork,10
dental care,chocolate,10
potted plants,newspapers,10
fruit/vegetable juice,finished products,10
salty snack,frozen fish,10
zwieback,root vegetables,10
soups,yogurt,10
soups,pastry,10
long life bakery product,mayonnaise,10
vinegar,cream cheese,10
house keeping products,detergent,10
dog food,frozen vegetables,10
dog food,domestic eggs,10
napkins,dog food,10
sparkling wine,root vegetables,10
rolls/buns,nuts/prunes,10
mustard,sliced cheese,10
sugar,grapes,10
sliced cheese,UHT-milk,10
chocolate marshmallow,sausage,10
chocolate marshmallow,long life bakery product,10
pickled vegetables,sliced cheese,10
soda,sauces,10
frozen vegetables,mayonnaise,10
bottled water,mayonnaise,10
white bread,condensed milk,10
kitchen towels,napkins,10
finished products,sausage,10
soups,butter,10
cake bar,butter,10
cake bar,whipped/sour cream,10
Instant food products,frankfurter,10
Instant food products,domestic eggs,10
bottled water,soups,10
popcorn,bottled water,10
napkins,pet care,10
canned vegetables,beef,10
spread cheese,ham,10
flour,roll products,10
canned beer,flour,10
soda,tidbits,10
candy,frozen fish,10
roll products,brown bread,10
newspapers,dog food,10
dishes,pip fruit,10
house keeping products,pastry,10
coffee,jam,10
onions,turkey,10
candy,butter milk,10
pasta,UHT-milk,10
dishes,chocolate,10
semi-finished bread,onions,10
kitchen towels,pip fruit,10
dishes,brown bread,10
house keeping products,frozen vegetables,10
salty snack,red/blush wine,10
long life bakery product,frozen dessert,10
hygiene articles,specialty bar,10
sweet spreads,beef,10
chocolate,sweet spreads,10
chewing gum,misc. beverages,10
newspapers,herbs,10
sweet spreads,frozen vegetables,10
specialty chocolate,beverages,10
semi-finished bread,frozen meals,10
popcorn,bottled beer,10
mayonnaise,hamburger meat,10
sweet spreads,citrus fruit,10
ice cream,cream cheese,10
bottled water,instant coffee,10
canned fish,frozen meals,10
specialty bar,hamburger meat,10
specialty bar,frozen vegetables,10
hygiene articles,candy,10
cling film/bags,cream cheese,10
cling film/bags,berries,10
mayonnaise,onions,10
potato products,pastry,10
salty snack,condensed milk,10
nut snack,soda,10
cake bar,frankfurter,10
salt,frankfurter,10
cling film/bags,hygiene articles,10
misc. beverages,hamburger meat,10
frozen fish,onions,10
house keeping products,brown bread,10
coffee,salt,10
chocolate marshmallow,citrus fruit,10
salt,cream cheese,10
brown bread,frozen fish,10
misc. beverages,pork,10
hygiene articles,processed cheese,10
flower (seeds),chicken,10
dental care,tropical fruit,10
kitchen towels,salty snack,10
specialty chocolate,pickled vegetables,10
spices,citrus fruit,10
newspapers,pet care,10
liquor,bottled water,10
pickled vegetables,butter milk,10
cake bar,UHT-milk,10
house keeping products,pip fruit,10
liquor (appetizer),rolls/buns,9
detergent,cream cheese,9
sugar,beverages,9
semi-finished bread,turkey,9
margarine,turkey,9
baking powder,semi-finished bread,9
ice cream,ham,9
salty snack,canned fish,9
specialty fat,butter,9
brandy,yogurt,9
napkins,softener,9
photo/film,napkins,9
dishes,frankfurter,9
canned fruit,domestic eggs,9
baking powder,ham,9
meat spreads,other vegetables,9
candles,dessert,9
snack products,other vegetables,9
frozen fish,ham,9
frozen fish,curd,9
sugar,frozen meals,9
cereals,pip fruit,9
spread cheese,frankfurter,9
cling film/bags,frankfurter,9
tea,curd,9
flower (seeds),beef,9
detergent,pickled vegetables,9
sliced cheese,herbs,9
sugar,frozen dessert,9
canned fish,salt,9
hygiene articles,canned vegetables,9
frozen dessert,butter,9
potato products,frankfurter,9
soups,tropical fruit,9
tea,domestic eggs,9
rum,tropical fruit,9
mustard,brown bread,9
vinegar,chicken,9
oil,vinegar,9
bottled water,vinegar,9
mustard,dessert,9
canned beer,mustard,9
hygiene articles,soft cheese,9
white bread,packaged fruit/vegetables,9
spices,chicken,9
detergent,misc. beverages,9
frozen potato products,curd,9
salty snack,processed cheese,9
red/blush wine,whipped/sour cream,9
specialty fat,root vegetables,9
candy,onions,9
salty snack,pasta,9
sparkling wine,yogurt,9
shopping bags,pet care,9
softener,tropical fruit,9
softener,bottled water,9
male cosmetics,canned beer,9
oil,frozen potato products,9
coffee,frozen potato products,9
brandy,bottled beer,9
frozen dessert,hard cheese,9
rum,butter,9
rum,rolls/buns,9
misc. beverages,flour,9
white bread,spread cheese,9
house keeping products,bottled water,9
dish cleaner,chocolate,9
napkins,frozen fish,9
newspapers,packaged fruit/vegetables,9
frozen potato products,frozen meals,9
candles,bottled beer,9
bottled beer,baking powder,9
specialty bar,oil,9
white wine,pastry,9
kitchen towels,brown bread,9
misc. beverages,herbs,9
semi-finished bread,meat,9
semi-finished bread,frozen dessert,9
oil,semi-finished bread,9
canned fish,oil,9
canned fish,Instant food products,9
processed cheese,beef,9
liquor (appetizer),tropical fruit,9
long life bakery product,canned fish,9
bottled water,meat spreads,9
fruit/vegetable juice,Instant food products,9
chewing gum,domestic eggs,9
cling film/bags,canned beer,9
candles,pip fruit,9
soda,vinegar,9
frozen dessert,sliced cheese,9
butter milk,grapes,9
cat food,frankfurter,9
yogurt,finished products,9
flour,onions,9
candy,cake bar,9
seasonal products,berries,9
seasonal products,margarine,9
house keeping products,chicken,9
long life bakery product,semi-finished bread,9
whole milk,fish,9
mustard,butter,9
female sanitary products,coffee,9
pasta,soft cheese,9
sparkling wine,soda,9
coffee,spread cheese,9
specialty chocolate,sliced cheese,9
ready soups,rolls/buns,9
hygiene articles,frozen fish,9
packaged fruit/vegetables,pip fruit,9
other vegetables,nuts/prunes,9
baking powder,sliced cheese,9
flour,berries,9
flour,beverages,9
dish cleaner,margarine,9
chocolate,white wine,9
misc. beverages,beverages,9
oil,rice,9
dental care,butter,9
hard cheese,grapes,9
misc. beverages,ice cream,9
potted plants,white bread,9
canned fish,pasta,9
specialty chocolate,UHT-milk,9
soups,sausage,9
seasonal products,fruit/vegetable juice,9
seasonal products,chocolate,9
shopping bags,packaged fruit/vegetables,9
vinegar,whipped/sour cream,9
cleaner,whipped/sour cream,9
cake bar,frozen meals,9
house keeping products,domestic eggs,9
shopping bags,cleaner,9
dog food,whipped/sour cream,9
softener,chicken,9
softener,whipped/sour cream,9
softener,domestic eggs,9
cling film/bags,domestic eggs,9
specialty bar,soft cheese,9
specialty bar,sliced cheese,9
dental care,pastry,9
shopping bags,dental care,9
vinegar,tropical fruit,9
margarine,vinegar,9
cat food,baking powder,9
canned beer,spread cheese,9
instant coffee,sausage,9
cake bar,pork,9
dish cleaner,waffles,9
cat food,grapes,9
cat food,pasta,9
light bulbs,whole milk,9
processed cheese,hard cheese,9
pastry,condensed milk,9
kitchen towels,pastry,9
shopping bags,kitchen towels,9
rolls/buns,finished products,9
salty snack,finished products,9
cake bar,brown bread,9
chocolate,pasta,9
waffles,ice cream,9
herbs,frankfurter,9
liquor (appetizer),coffee,9
frozen dessert,sausage,9
pickled vegetables,frozen meals,9
coffee,pet care,9
specialty chocolate,frozen meals,9
kitchen towels,fruit/vegetable juice,9
newspapers,kitchen towels,9
canned fish,meat,9
potted plants,hygiene articles,9
bottled beer,butter milk,9
softener,rolls/buns,9
kitchen towels,whipped/sour cream,9
tidbits,whole milk,9
mayonnaise,curd,9
pasta,ham,9
pasta,flour,9
soups,beef,9
cereals,margarine,9
vinegar,beef,9
cat food,chicken,9
popcorn,pastry,9
jam,whipped/sour cream,9
flower (seeds),pork,9
semi-finished bread,sliced cheese,9
detergent,canned beer,9
vinegar,onions,9
jam,domestic eggs,9
detergent,ice cream,9
detergent,chocolate,9
meat,ham,9
detergent,soft cheese,9
red/blush wine,frozen meals,9
sweet spreads,ham,9
female sanitary products,root vegetables,9
condensed milk,whipped/sour cream,9
pip fruit,liver loaf,9
meat spreads,brown bread,9
cleaner,frozen vegetables,9
grapes,turkey,9
cat food,pickled vegetables,9
dental care,sausage,9
dog food,oil,9
seasonal products,beef,9
oil,frozen meals,9
semi-finished bread,UHT-milk,9
specialty chocolate,meat,9
cling film/bags,curd,9
cling film/bags,sugar,9
canned fish,mayonnaise,9
male cosmetics,sausage,9
male cosmetics,soda,9
sauces,pip fruit,9
herbs,turkey,9
seasonal products,specialty chocolate,9
pet care,rolls/buns,9
female sanitary products,pastry,9
zwieback,pip fruit,9
whole milk,organic sausage,9
female sanitary products,cat food,9
bottled beer,instant coffee,9
frozen potato products,whipped/sour cream,9
rum,bottled water,9
syrup,tropical fruit,9
syrup,whole milk,9
syrup,soda,9
jam,margarine,9
misc. beverages,oil,9
newspapers,sauces,9
seasonal products,hard cheese,9
female sanitary products,chocolate,9
candy,ice cream,9
white wine,cat food,9
waffles,herbs,9
spices,root vegetables,9
sweet spreads,whipped/sour cream,9
canned fish,onions,9
misc. beverages,canned fish,9
shopping bags,specialty cheese,9
newspapers,nuts/prunes,9
chewing gum,margarine,9
liquor,sausage,9
salt,brown bread,9
candy,frozen potato products,9
chewing gum,butter,9
baking powder,UHT-milk,9
canned fish,UHT-milk,9
specialty bar,processed cheese,9
seasonal products,meat,9
house keeping products,cling film/bags,9
potted plants,hamburger meat,9
canned vegetables,sliced cheese,9
chocolate marshmallow,whipped/sour cream,9
canned vegetables,UHT-milk,9
cake bar,hamburger meat,9
condensed milk,UHT-milk,9
ketchup,root vegetables,9
tea,yogurt,9
long life bakery product,condensed milk,8
dishes,curd,8
detergent,processed cheese,8
waffles,sweet spreads,8
bathroom cleaner,root vegetables,8
abrasive cleaner,whipped/sour cream,8
zwieback,citrus fruit,8
newspapers,zwieback,8
canned vegetables,oil,8
salt,frozen vegetables,8
white wine,frozen vegetables,8
dishes,chewing gum,8
sparkling wine,bottled beer,8
dishes,frozen vegetables,8
male cosmetics,other vegetables,8
canned beer,semi-finished bread,8
rice,cream cheese,8
hygiene articles,rice,8
dental care,citrus fruit,8
shopping bags,meat spreads,8
candles,pork,8
snack products,whole milk,8
cereals,cream cheese,8
prosecco,bottled beer,8
cereals,butter,8
fruit/vegetable juice,cereals,8
semi-finished bread,cream cheese,8
cake bar,cream cheese,8
margarine,spread cheese,8
UHT-milk,beverages,8
dish cleaner,butter milk,8
cling film/bags,oil,8
bottled water,tea,8
frozen dessert,dessert,8
salt,dessert,8
canned vegetables,salt,8
hygiene articles,frozen dessert,8
napkins,salt,8
napkins,canned vegetables,8
frozen dessert,beef,8
spices,butter,8
soups,onions,8
tea,pip fruit,8
flour,butter milk,8
semi-finished bread,hamburger meat,8
frozen fish,chicken,8
mustard,soft cheese,8
canned beer,soft cheese,8
hygiene articles,mustard,8
candy,packaged fruit/vegetables,8
cleaner,sausage,8
cleaner,root vegetables,8
roll products,berries,8
roll products,cream cheese,8
zwieback,frankfurter,8
mayonnaise,butter,8
salty snack,mayonnaise,8
shopping bags,cereals,8
cat food,curd cheese,8
detergent,cat food,8
detergent,specialty bar,8
coffee,packaged fruit/vegetables,8
pasta,onions,8
specialty fat,whipped/sour cream,8
napkins,specialty fat,8
dog food,hard cheese,8
cream cheese,liver loaf,8
pastry,liver loaf,8
beverages,onions,8
frozen dessert,onions,8
sparkling wine,fruit/vegetable juice,8
chewing gum,chicken,8
dishes,chicken,8
softener,citrus fruit,8
softener,root vegetables,8
margarine,frozen potato products,8
bottled water,zwieback,8
house keeping products,pork,8
curd,liver loaf,8
photo/film,root vegetables,8
candy,red/blush wine,8
frozen fish,beef,8
frozen fish,berries,8
newspapers,mayonnaise,8
salty snack,frozen potato products,8
bottled beer,frozen potato products,8
kitchen towels,frozen meals,8
white wine,grapes,8
mustard,hamburger meat,8
seasonal products,bottled beer,8
specialty bar,beef,8
sauces,pastry,8
skin care,bottled water,8
canned vegetables,butter,8
herbs,meat,8
processed cheese,butter milk,8
processed cheese,sliced cheese,8
pickled vegetables,grapes,8
candy,pickled vegetables,8
napkins,Instant food products,8
cling film/bags,dish cleaner,8
potato products,other vegetables,8
potato products,yogurt,8
chocolate marshmallow,frankfurter,8
candles,sugar,8
fruit/vegetable juice,vinegar,8
margarine,curd cheese,8
cleaner,curd,8
oil,turkey,8
instant coffee,citrus fruit,8
shopping bags,instant coffee,8
newspapers,frozen dessert,8
candles,canned beer,8
liquor (appetizer),onions,8
flower (seeds),newspapers,8
frozen dessert,chicken,8
dishes,grapes,8
potted plants,ham,8
cake bar,chicken,8
mayonnaise,chicken,8
female sanitary products,tropical fruit,8
female sanitary products,margarine,8
shopping bags,canned fruit,8
detergent,baking powder,8
canned beer,dog food,8
soda,nuts/prunes,8
sugar,packaged fruit/vegetables,8
red/blush wine,berries,8
instant coffee,domestic eggs,8
dishes,meat,8
shopping bags,frozen potato products,8
abrasive cleaner,citrus fruit,8
coffee,beverages,8
Instant food products,beef,8
popcorn,citrus fruit,8
popcorn,dessert,8
turkey,frankfurter,8
canned vegetables,white bread,8
rice,curd,8
chocolate marshmallow,butter,8
dish cleaner,sugar,8
salt,pastry,8
canned beer,berries,8
canned beer,baking powder,8
potted plants,pork,8
rum,soda,8
specialty cheese,sliced cheese,8
salt,UHT-milk,8
mayonnaise,UHT-milk,8
mustard,chicken,8
mayonnaise,dessert,8
flower (seeds),dessert,8
flower (seeds),chocolate,8
candy,baking powder,8
detergent,frozen meals,8
specialty fat,yogurt,8
softener,white bread,8
cling film/bags,white bread,8
misc. beverages,pasta,8
soft cheese,grapes,8
specialty chocolate,onions,8
ready soups,whole milk,8
pasta,cream cheese,8
potted plants,salty snack,8
pet care,whipped/sour cream,8
red/blush wine,frankfurter,8
red/blush wine,butter,8
red/blush wine,processed cheese,8
long life bakery product,cereals,8
chocolate marshmallow,ham,8
specialty bar,pickled vegetables,8
light bulbs,soda,8
light bulbs,napkins,8
rice,pastry,8
pickled vegetables,hard cheese,8
semi-finished bread,soft cheese,8
semi-finished bread,processed cheese,8
specialty chocolate,semi-finished bread,8
pip fruit,finished products,8
brown bread,finished products,8
